title,ingredients,directions,NER,Country,Distance,garlic,salt,coconut milk,onion,fish sauce,water,red curry,ginger,vegetable oil,tomatoes,curry powder,chicken,lime,oil,sugar,curry,cilantro,brown sugar,turmeric,fresh ginger,onions,lime juice,Salt,fresh cilantro,basil,garam masala,ground coriander,cumin,ground cumin,Curry,soy sauce,shallots,rice,shrimp,olive oil,potatoes,red bell pepper,green curry,ground turmeric,chicken breasts,chicken broth,cinnamon,chili powder,carrots,canola oil,peanut oil,cumin seeds,butter,peanuts,red pepper,light coconut milk,green beans,Onion,coriander,cayenne pepper,turmeric powder,carrot,flour,Water,paprika,coriander seeds,Garlic,cloves,Ginger,jasmine rice,fresh basil,lemon juice,chicken stock,coriander powder,green onions,green chilies,Chicken,Coconut Milk,Turmeric,tomato paste,pepper,milk,kosher salt,zucchini,red onion,gingerroot,unsweetened coconut milk,Cumin,bamboo shoots,cornstarch,black pepper,coconut,clove garlic,fresh coriander,tomato,bay leaves,yellow onion,coconut cream,stalk lemongrass,ghee,palm sugar,Cilantro,mushrooms,beef,clove Garlic,Sugar,shallot,scallions,Onions,lime leaves,red chili powder,cumin powder,egg,red chilies,ground ginger,mustard seeds,cooking oil,green bell pepper,Kosher salt,ground black pepper,peanut butter,Fish Sauce,yogurt,eggs,cauliflower,frozen peas,pineapple,basmati rice,Garam masala,Vegetable oil,coriander seed,vegetable stock,broccoli,lemon grass,fenugreek seeds,ground cinnamon,plain yogurt,eggplant,Red Curry,chicken breast,vegetable broth,sesame oil,bay leaf,coconut oil,tomato puree,Tomatoes,potato,Garam Masala,stalks lemongrass,mint,chicken thighs,Olive Oil,galangal,lime zest,celery,black peppercorns,Oil,Carrot,skinless,cardamom pods,peas,chickpeas,shrimp paste,light brown sugar,Basil,ground beef,lamb,ginger paste,black mustard seeds,eggplants,white rice,tamarind paste,fennel seeds,green onion,coriander leaves,lemon,Cinnamon,honey,Potatoes,snow peas,Milk,Butter,cucumber,fresh coriander leaves,baby corn,rice noodles,mussels,ginger-garlic,pumpkin,unsalted butter,red onions,curry paste,chilies,fresh lemongrass,raisins,white sugar,white onion,cashews,sweet potato,Tomato,shiitake mushrooms,tomato sauce,nutmeg,vinegar,red chili pepper
Kari (Yellow) Curry Paste (Nam Phrik Kaeng Kari) From 'Simple Thai Food',"[""1 1/2 tablespoons coriander seeds, toasted in a dry skillet over low heat until fragrant"", ""2 teaspoons cumin seeds, toasted in a dry skillet over low heat until fragrant"", ""2 teaspoons fennel seeds, toasted in a dry skillet over low heat until fragrant"", ""1 teaspoon white peppercorns"", ""3 dried red Thai long chiles, seeded, soaked in hot water to cover until soft, and drained"", ""5 dried bird's eye chiles, seeded, soaked in hot water to cover until soft, and drained"", ""2 teaspoons salt"", ""1 tablespoon finely chopped galangal"", ""2 tablespoons finely chopped lemongrass"", ""2 teaspoons finely chopped kaffir lime rind"", ""2 teaspoons shrimp paste"", ""4-inch piece fresh turmeric, peeled and chopped"", ""2 tablespoons curry powder"", ""2 tablespoons finely chopped cilantro roots"", ""10 cloves garlic"", ""1/2 cup sliced shallots""]","[""Puree everything together in a food processor until smooth.""]","[""coriander seeds"", ""cumin seeds"", ""fennel seeds"", ""white peppercorns"", ""red Thai"", ""chiles"", ""salt"", ""galangal"", ""lemongrass"", ""lime rind"", ""shrimp paste"", ""fresh turmeric"", ""curry powder"", ""cilantro roots"", ""garlic"", ""shallots""]",Indonesia,8649,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken Yellow Curry (Kaeng Kari Kai) Recipe,"[""1/2 English cucumber"", ""2 large shallots or 1/2 medium red onion, peeled and sliced thinly lengthwise"", ""1 green or red jalapeno pepper, sliced thinly crosswise"", ""1/2 cup granulated sugar"", ""1/2 cup white distilled vinegar (no substitute)"", ""2 tablespoons water"", ""1/2 teaspoon salt"", ""1/4 cup kari (karee) curry paste (see note)"", ""1 1/2 cups full-fat coconut milk"", ""1 pound low-starch, waxy potatoes, peeled (optional) and cut into 2-inch cubes"", ""1 pound medium yellow or white onions, peeled and cut lengthwise into 6 wedges"", ""2 tablespoons fish sauce, or to taste"", ""1 pound boneless, skinless chicken breasts or thighs, cut into 2-inch cubes""]","[""Cut the half cucumber in half lengthwise. With the cut side down, cut each half crosswise into thin slices; place in a glass bowl. Add shallot (or red onion) slices and pepper slices to cucumber bowl; set aside."", ""Combine sugar, vinegar, water, and salt in a small saucepan. Set over medium heat and cook, stirring occasionally until sugar has completely dissolved (the mixture doesn't have to be boiled), immediately remove from heat. Allow the sauce to cool down to slightly warmer than room temperature, then pour it over cucumber-shallot-pepper mixture. Stir, cover with a piece of plastic wrap, and keep chilled."", ""In a 2-quart saucepan set over medium-high heat, heat about 1/2 cup of coconut cream (the thick part that rises to the top of the can) with curry paste. Once coconut fat splits, add potato, onion, remaining coconut milk, and fish sauce to the saucepan. Add just enough water, if necessary, to keep the ingredients submerged. Bring to a boil; cover, lower the heat so the mixture simmers, and cook, stirring occasionally, until potatoes cubes are softened, about 15 minutes."", ""Add chicken to the pot. Bring mixture back to a gentle boil, cover and simmer until chicken is cooked through, 5 to 8 minutes. Check for seasoning, adding more fish sauce if necessary."", ""Serve with steamed jasmine rice and prepared ajat (cucumber/onion mixture).""]","[""cucumber"", ""shallots"", ""green"", ""granulated sugar"", ""white distilled vinegar"", ""water"", ""salt"", ""curry"", ""full-fat coconut milk"", ""starch"", ""white onions"", ""fish sauce"", ""chicken breasts""]",Indonesia,8649,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Indonesian Chicken Curry,"[""1 tablespoon tamarind paste"", ""5 tablespoons coconut oil"", ""1 1/4 pounds chicken breast cut into small cubes"", ""5 shallots peeled and finely chopped"", ""5 cloves garlic peeled and finely chopped"", ""1 ounce fresh ginger peeled and finely diced"", ""1/2 teaspoon ground turmeric"", ""2 teaspoons ground coriander"", ""1 teaspoon ground cumin"", ""1/2 teaspoon ground black pepper"", ""2 teaspoons palm sugar"", ""2 teaspoons chili paste sambal oelek, red"", ""1 2/3 cups unsweetened coconut milk"", ""1 scallion sliced"", ""3 stalks cilantro"", ""1 red chili pepper seeded and chopped finely"", ""cucumber slices for garnish"", ""banana leaf optional""]","[""Mix the tamarind paste with 3/4 cup of hot water and set aside for a short time."", ""Heat the oil in a wok or large skillet and cook the chicken until it's golden. Add the shallots, garlic, ginger, turmeric, coriander, cumin, black pepper, palm sugar and sambal oelek, stir well and cook briefly. Pour in the tamarind juice and coconut milk, bring to a boil and simmer over a medium heat for 7-10 mins, stirring occasionally."", ""Serve the curry in a deep bowl, lined with a banana leaf (optional) , sprinkled with scallions and garnished with cilantro leaves, chopped chili and cucumber slices. Serve with rice on the side""]","[""tamarind paste"", ""coconut oil"", ""chicken"", ""shallots"", ""garlic"", ""fresh ginger"", ""ground turmeric"", ""ground coriander"", ""ground cumin"", ""ground black pepper"", ""palm sugar"", ""chili paste sambal oelek"", ""unsweetened coconut milk"", ""scallion"", ""stalks cilantro"", ""red chili pepper"", ""cucumber"", ""banana leaf""]",Indonesia,8649,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kare Ayam (Chicken Curry),"[""5 1/4 ounces chicken fillet cut into cubes"", ""1 cooking apple thinly sliced, we use granny smith for this"", ""1 piece ginger finely chopped"", ""1 stalk lemongrass Sereh chopped"", ""1/4 onion Bawang Bombay peeled and finely chopped"", ""1 red chilli seeded and finely sliced"", ""2 tablespoons curry powder"", ""1/2 teaspoon chilli powder"", ""2 bay leaves Daun Salam"", ""300 coconut milk"", ""1 tablespoon yoghurt"", ""1 pinch black pepper"", ""1 pinch cumin Jinten"", ""2 basil leaves"", ""2 shallots finely sliced"", ""2 garlic"", ""1 teaspoon paprika""]","[""Place the chicken fillet in a bowl, mix well with garlic, onion, ginger, chilli, shallots, lemongrass and black pepper."", ""Sautee the mixture well until fragrant."", ""Add the lemongrass, curry powder, cumin, bay leaves, basil, paprika powder and apple slices."", ""Mix well together before pouring in the coconut milk"", ""Stir and simmer gently"", ""Add the yoghurt before serving.""]","[""chicken fillet"", ""apple"", ""ginger"", ""onion"", ""red chilli"", ""curry powder"", ""chilli powder"", ""bay leaves"", ""coconut milk"", ""yoghurt"", ""black pepper"", ""cumin"", ""basil"", ""shallots"", ""garlic"", ""paprika""]",Indonesia,8649,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesian Chicken Coconut Curry,"[""1 chicken cut into chunks"", ""1 tablespoon chili powder"", ""1 tablespoon curry powder"", ""1 tablespoon turmeric powder"", ""1 teaspoon cumin"", ""3 cloves garlic chopped"", ""2 onions chopped"", ""2 tomatoes roughly chopped"", ""1/2 cup chopped cilantro"", ""2 tablespoons oil"", ""1 teaspoon sugar"", ""1 1/2 cups coconut milk"", ""salt"", ""pepper""]","[""Heat oil in big pot and fry onion and garlic for 1 minute."", ""Then add the chicken and continue cooking for 3 minutes."", ""Add all the spices."", ""Stir everything together for a few minutes."", ""Add the rest of the ingredients."", ""Adjust seasoning and serve with steamed rice.""]","[""chicken"", ""chili powder"", ""curry powder"", ""turmeric powder"", ""cumin"", ""garlic"", ""onions"", ""tomatoes"", ""cilantro"", ""oil"", ""sugar"", ""coconut milk"", ""salt"", ""pepper""]",Indonesia,8649,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vegan Curry, Indonesian Style","[""2 candlenuts (a.k.a. kemiri)"", ""2 tbsp coriander seeds"", ""1 tsp cubeb (tailed pepper / kabab chini)"", ""4 tbsp fresh grated turmeric or 2 tbsp ground turmeric"", ""1/2 tsp cumin"", ""2 stalks lemon grass"", ""1 cinnamon stick"", ""2 star anises"", ""3 cloves"", ""2 pods black cardamom"", ""1 thumb's size of ginger, sliced to 3mm against grain"", ""1 thumb's size of galangal, sliced to 3mm against grain"", ""3 curry leaves"", ""4 kaffir lime leaves"", ""4 bay leaves"", ""2 garlic cloves"", ""1 - 2 thai chili peppers"", ""1 aubergine eggplant"", ""200g (1 - 2 cups) oyster mushrooms"", ""1 sliced onion"", ""1/2 - 1 cup coconut milk (or water)"", ""Freshly ground black pepper"", ""Salt; dark soy sauce to taste"", ""Vegetable oil""]","[""Curry base: Gently grind candle nuts, coriander seeds and cubeb with salt with a pestle and/or a coffee grinder (warning: mixture becomes moist and oily and has an intense flavor). Mix with turmeric, cumin and black pepper."", ""Heat a pan with oil to high and saute eggplant, browning them on the outside and mix them into a pot with a bit of salt, then fry onions and oyster mushrooms at high heat, add them to the pot and cover it."", ""Stir-fry lemon grass, ginger and galangal at medium-to-high heat with oil until slightly browned, add cinnamon, star anise, cardamom, garlic and chili peppers, lower heat to medium. After half a minute, add the curry base, cloves and leaves. If the mixture becomes too dry, add oil and keep stir-frying for another 1-3 minutes."", ""Add coconut milk and blend it with the curry, then combine with eggplant and mushrooms in the pot. Alternatively, use water if you don't like or have coconut milk. Deglaze and clean the pan with 1 cup of water and pour everything into the pot; salt the curry to taste. Optionally add soy sauce. Serve hot with rice or lontong.""]","[""candlenuts"", ""coriander seeds"", ""cubeb"", ""turmeric"", ""cumin"", ""lemon grass"", ""cinnamon"", ""anises"", ""cloves"", ""black cardamom"", ""ginger"", ""galangal"", ""curry"", ""lime leaves"", ""bay leaves"", ""garlic"", ""thai chili peppers"", ""aubergine"", ""oyster mushrooms"", ""onion"", ""coconut milk"", ""Freshly ground black pepper"", ""Salt"", ""Vegetable oil""]",Indonesia,8649,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicken Coconut Curry /Ayam Rendang,"[""1 chicken cut in chunk"", ""2 cup each chunk of potato and carrot"", ""1 cup fresh grated coconut flesh"", ""400 ml coconut milk"", ""1 tbsp oil"", ""2 tbsp tomato puree"", ""6 to 10 dry cili and 1 fresh red cili. (the more the spicier)"", ""8 shallot and 5 garlic"", ""1 inches of ginger"", ""1 lemon grass"", ""1 tsp galangal and fresh turmeric"", ""1 tsp salt and brown sugar"", ""1 bunch coriander""]","[""lightly toast coconut set aside"", ""pound or blend dry spice"", ""in pan with oil saute spice till fragrant in low heat for about 15 minutes then add chicken and vegetable with tomato puree and bring it to a boil stiring every now and then for another 15 minute then add coconut milk ,let it simmer for another 10 minutes"", ""add in grated coconut and seasoning to taste stir gently not to break up vegetable continuingly till sauce thickening but if prefer more gravy can add half cup of water for another 5 minute off heat and serve top garnish""]","[""chicken"", ""carrot"", ""coconut milk"", ""oil"", ""tomato puree"", ""shallot"", ""ginger"", ""lemon grass"", ""turmeric"", ""salt"", ""coriander""]",Indonesia,8649,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesian Beef Curry,"[""1 lb steak, in 1-inch cubes"", ""1 medium onion, sliced"", ""2 garlic cloves, chopped"", ""1 tablespoon oil"", ""1 tablespoon curry powder"", ""1 teaspoon coriander"", ""2 cups coconut milk"", ""1 cup of sliced green beans"", ""14 lb noodles"", ""1 cup cabbage, shredded"", ""1 12 cups pre cooked rice"", ""1 ounce butter"", ""2 tablespoons oil""]","[""Heat 1 tbsp oil in a pot and fry the onions till golden."", ""Add the garlic, curry powder and coriander, cook for two minutes."", ""Add the meat and salt, cook till meat browns."", ""Add the coconut milk, cover the pot and simmer for 40 mins stirring every five minutes."", ""Add the beans and noodles, cook for 15 minutes."", ""In a pan heat the remaining oil and butter, fry the rice till light golden colour."", ""Cover the pan and remove from the heat, allow to stand."", ""Add the cabbage to the curry and cook for 5 minutes."", ""Serve the curry over the fried rice.""]","[""steak"", ""onion"", ""garlic"", ""oil"", ""curry powder"", ""coriander"", ""coconut milk"", ""green beans"", ""noodles"", ""cabbage"", ""rice"", ""butter"", ""oil""]",Indonesia,8649,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madras Red Fish Curry (Meen Kari),"[""1 1/2 pounds of skinless and boneless non-oily fish fillets, such as sole or flounder, cut into 4 serving pieces"", ""1 tablespoon of curry powder 1/2 cup of unbleached flour for dusting, recipe follows"", ""Coarse salt to taste"", ""3 tablespoons of light vegetable oil"", ""1/2 cup of finely chopped onions"", ""1 teaspoon of finely chopped garlic"", ""1 tablespoon of ground red pepper, paprika, or their combination"", ""1 teaspoon of mustard powder"", ""12 kari leaves or 2 bay leaves"", ""2 cups water"", ""1/2 pound of plum tomatoes, peeled, seeded, and chopped"", ""1/4 cup tamarind water, or 1 teaspoon tamarind paste dissolved in 1/4 cup of hot water, or 1 teaspoon prune paste mixed with 1 teaspoon lemon juice"", ""Kari or cilantro sprig for garnish"", ""2 tablespoons of coriander seeds"", ""2 teaspoons of fenugreek seeds"", ""1 teaspoon of mustard seeds"", ""1 teaspoon of cumin seeds"", ""1 teaspoon of black peppercorns"", ""1/2 teaspoon of fennel seeds"", ""1 (3-inch) stick cinnamon"", ""5 whole cloves"", ""1 tablespoon turmeric"", ""1 teaspoon of ground red pepper""]","[""Place the fish on a plate and rub over with the curry powder and salt."", ""Heat 3 tablespoons of oil in a large non-stick frying pan until hot."", ""Lightly dust fish pieces with flour and add to the oil."", ""Cook until fish is lightly browned, about 1 minute, turning once."", ""Do not fully cook fish."", ""Remove fish to the plate."", ""To the same pan add onions, garlic, red pepper, mustard, and curry leaves; cook until the onions are soft, about 3 minutes."", ""Stir in the water, tomatoes, and tamarind and bring to a boil."", ""Simmer until the sauce is reduced and thickened, about 8 minutes."", ""Gently slip in the fish and the accumulated juices."", ""Cook until the fish is heated through, about 2 minutes."", ""Serve garnished with herbs."", ""Combine coriander, fenugreek, mustard, cumin, black pepper, fennel, cinnamon, cloves, and grind to a fine powder using an electric grinder."", ""Stir in the turmeric and red pepper and transfer into a jar."", ""Cover tightly and keep in a cool dry place."", ""Yield: 1/4 cup""]","[""boneless non-oily"", ""curry"", ""salt"", ""vegetable oil"", ""onions"", ""garlic"", ""ground red pepper"", ""mustard powder"", ""kari"", ""water"", ""tomatoes"", ""tamarind water"", ""cilantro"", ""coriander seeds"", ""fenugreek seeds"", ""seeds"", ""cumin seeds"", ""fennel seeds"", ""cinnamon"", ""cloves"", ""turmeric"", ""ground red pepper""]",Indonesia,8649,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alu Gosht Kari (Meat And Potato Curry) Recipe,"[""1 1/2 kg Beef skirt steak"", ""1/4 c. Oil"", ""1 tsp Black mustard seeds"", ""1/2 tsp Fenugreek seeds"", ""6 x Cloves garlic, crushed"", ""1 Tbsp. Ginger, finely minced"", ""3 med Onions, finely sliced"", ""1 1/2 tsp Turmeric"", ""2 Tbsp. Coriander"", ""1 Tbsp. Cumin"", ""2 tsp Chilli pwdr"", ""3 tsp Salt"", ""2 Tbsp. Vinegar"", ""2 tsp Garam masala"", ""2 Tbsp. Extra vinegar"", ""750 gm Cubed potatoes"", ""2 Tbsp. Fresh coriander""]","[""Cut steak into cubes."", ""Heat oil and fry mustard seeds until they burst."", ""Add in fenugreek, garlic, ginger and onion."", ""Fry till onions are golden brown."", ""Add in turmeric and fry 1 minute."", ""Add in coriander, cumin and chilli."", ""Stir well."", ""Add in salt and vinegar, and fry till liquid evaporates."", ""Sprinkle in the garam masala and mix well."", ""Add in meat and turn until coated."", ""Add in extra vinegar if spices start to stick."", ""Reduce heat, cover and simmer for 1.5-2 hrs."", ""Add in cubed potatoes and cover."", ""Cook for further 20-30 min or possibly till potatoes are cooked."", ""Garnish with fresh coriander."", ""/MISC""]","[""Oil"", ""Black mustard seeds"", ""seeds"", ""garlic"", ""Ginger"", ""Onions"", ""Turmeric"", ""Coriander"", ""Cumin"", ""Chilli pwdr"", ""Salt"", ""Vinegar"", ""Garam masala"", ""Extra vinegar"", ""potatoes"", ""Fresh coriander""]",Indonesia,8649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
All In One Ayam Curry (Chicken Curry) Recipe,"[""2 1/2 lb Chicken, (whole)"", ""2 Tbsp. Salt"", ""1 tsp Sugar"", ""4 fl ounce water or possibly stock"", ""1 1/2 Tbsp. Oil"", ""4 lrg Onions, minced"", ""2 x Cloves garlic"", ""1 tsp Chilli pwdr, (optional)""]","[""Wash and clean the chicken."", ""Chop or possibly cut into medium chunks."", ""Heat the oil, garlic and the onion and add in the curry pwdr, the salt, the sugar and the chicken."", ""Stir well on medium heat for ten min."", ""Add in the chicken stock or possibly water, leave for a further 15 min to simmer."", ""Serve with boiled rice.""]","[""Chicken"", ""Salt"", ""Sugar"", ""water"", ""Oil"", ""Onions"", ""garlic"", ""Chilli pwdr""]",Indonesia,8649,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
